,Price,Street Address,Bed,Bath,Listing Area,Certificate,Jakarta Division
20432,3750000000.0,Duri Kosambi,3,3,200,SHM - Sertifikat Hak Milik,WEST
20433,3500000000.0,Citra Garden,4,4,210,SHM - Sertifikat Hak Milik,WEST
20435,735000000.0,Duri Kosambi,2,1,50,PPJB - Perjanjian Pengikatan Jual Beli,WEST
20436,2600000000.0,Citra Garden,2,2,105,SHM - Sertifikat Hak Milik,WEST
20437,3600000000.0,Duri Kosambi,4,4,240,SHGB - Hak Guna Bangunan,WEST
20438,1650000000.0,Taman Palem,3,2,120,SHM - Sertifikat Hak Milik,WEST
20439,2200000000.0,Taman Palem,2,2,150,SHM - Sertifikat Hak Milik,WEST
20440,2800000000.0,Cengkareng,5,3,132,SHM - Sertifikat Hak Milik,WEST
20441,2750000000.0,Cengkareng,4,3,160,SHM - Sertifikat Hak Milik,WEST
20442,3100000000.0,Green Garden,4,4,153,SHM - Sertifikat Hak Milik,WEST
20443,1600000000.0,Cengkareng,5,2,102,SHM - Sertifikat Hak Milik,WEST
20445,3500000000.0,Cengkareng,4,3,120,SHM - Sertifikat Hak Milik,WEST
20446,3400000000.0,Kembangan,5,4,160,SHM - Sertifikat Hak Milik,WEST
20447,2000000000.0,Jelambar,4,3,180,SHM - Sertifikat Hak Milik,WEST
20449,3800000000.0,Kali Deres,3,2,288,SHGB - Hak Guna Bangunan,WEST
20450,3900000000.0,Jl. Kembangan Raya,3,3,250,SHM - Sertifikat Hak Milik,WEST
20451,2350000000.0,Kembangan,5,4,209,SHM - Sertifikat Hak Milik,WEST
20452,4900000000.0,Jl. Kembangan Raya,4,3,220,SHM - Sertifikat Hak Milik,WEST
20454,3400000000.0,Kembangan,4,3,126,SHM - Sertifikat Hak Milik,WEST
20455,2500000000.0,Cengkareng,2,2,81,PPJB - Perjanjian Pengikatan Jual Beli,WEST
20456,3000000000.0,Jelambar,2,2,192,SHM - Sertifikat Hak Milik,WEST
20460,2900000000.0,Kembangan,3,3,156,SHM - Sertifikat Hak Milik,WEST
20463,4350000000.0,Citra Garden,4,3,320,SHGB - Hak Guna Bangunan,WEST
20464,1850000000.0,Cengkareng,3,2,128,SHM - Sertifikat Hak Milik,WEST
20465,1450000000.0,Cengkareng,4,3,90,SHM - Sertifikat Hak Milik,WEST
20466,4500000000.0,Kebon Jeruk,5,4,300,SHM - Sertifikat Hak Milik,WEST
20467,1250000000.0,Pegadungan,2,1,55,SHM - Sertifikat Hak Milik,WEST
20469,1010000000.0,Kali Deres,3,2,50,SHM - Sertifikat Hak Milik,WEST
20471,4800000000.0,Joglo,5,4,250,SHM - Sertifikat Hak Milik,WEST
20472,4800000000.0,Joglo,5,4,250,SHM - Sertifikat Hak Milik,WEST
20473,2000000000.0,Cengkareng,5,3,180,SHM - Sertifikat Hak Milik,WEST
20474,2395000000.0,Citra Garden,3,3,96,SHM - Sertifikat Hak Milik,WEST
20475,2600000000.0,Kali Deres,3,3,145,SHGB - Hak Guna Bangunan,WEST
20477,6675000000.0,Jl. Kembangan Raya,5,3,250,SHM - Sertifikat Hak Milik,WEST
20479,1500000000.0,Jelambar,2,1,120,SHM - Sertifikat Hak Milik,WEST
20483,1900000000.0,Jelambar,4,3,128,SHM - Sertifikat Hak Milik,WEST
20484,6000000000.0,Jelambar,5,1,214,SHM - Sertifikat Hak Milik,WEST
20485,5800000000.0,Jelambar,4,4,175,SHM - Sertifikat Hak Milik,WEST
20487,4150000000.0,Jelambar,3,3,318,SHM - Sertifikat Hak Milik,WEST
20489,1900000000.0,Jelambar,4,3,126,SHM - Sertifikat Hak Milik,WEST
20493,4288000000.0,Kelapa Dua,3,3,180,SHM - Sertifikat Hak Milik,WEST
20494,2200000000.0,Cengkareng,5,4,100,SHM - Sertifikat Hak Milik,WEST
20495,1575000000.0,Kali Deres,3,2,99,SHM - Sertifikat Hak Milik,WEST
20496,1575000000.0,Kali Deres,3,2,99,SHM - Sertifikat Hak Milik,WEST
20497,1500000000.0,. Jl. Lingkar Luar,3,2,120,PPJB - Perjanjian Pengikatan Jual Beli,WEST
20498,2200000000.0,Taman Palem,2,2,160,SHM - Sertifikat Hak Milik,WEST
20500,3500000000.0,Tomang,4,2,250,SHM - Sertifikat Hak Milik,WEST
20501,3500000000.0,Taman Semanan Indah,4,2,200,SHM - Sertifikat Hak Milik,WEST
20503,2800000000.0,Joglo,4,3,259,SHM - Sertifikat Hak Milik,WEST
20504,1570000000.0,Palmerah,3,2,66,SHM - Sertifikat Hak Milik,WEST
20505,4288000000.0,Kebon Jeruk,3,4,174,SHM - Sertifikat Hak Milik,WEST
20506,4152000000.0,Kebon Jeruk,3,4,171,SHM - Sertifikat Hak Milik,WEST
20509,4540000000.0,Kebon Jeruk,3,4,185,SHM - Sertifikat Hak Milik,WEST
20510,750000000.0,Kembangan,3,1,116,SHM - Sertifikat Hak Milik,WEST
20512,1350000000.0,Kali Deres,2,2,50,SHM - Sertifikat Hak Milik,WEST
20513,4288000000.0,Kebon Jeruk,3,4,174,SHM - Sertifikat Hak Milik,WEST
20514,4288000000.0,Kebon Jeruk,3,2,180,SHM - Sertifikat Hak Milik,WEST
20515,3600000000.0,Grogol Petamburan,5,4,96,SHM - Sertifikat Hak Milik,WEST
20517,1500000000.0,Grogol Petamburan,3,3,55,SHM - Sertifikat Hak Milik,WEST
20518,2600000000.0,Grogol Petamburan,4,3,105,SHM - Sertifikat Hak Milik,WEST
20519,1600000000.0,Duri Kosambi,3,2,70,SHM - Sertifikat Hak Milik,WEST
20520,1050000000.0,Jl. Taman Palem Lestari,2,1,60,Sertifikat Belum Pecah,WEST
20522,1700000000.0,Kali Deres,2,2,96,SHM - Sertifikat Hak Milik,WEST
20523,2100000000.0,Cengkareng,3,3,100,SHM - Sertifikat Hak Milik,WEST
20524,2300000000.0,Kali Deres,5,3,240,PPJB - Perjanjian Pengikatan Jual Beli,WEST
20525,1600000000.0,Kapuk,2,1,78,SHM - Sertifikat Hak Milik,WEST
20526,3200000000.0,Tanjung Duren,5,4,87,SHM - Sertifikat Hak Milik,WEST
20527,1950000000.0,Kali Deres,2,2,120,SHM - Sertifikat Hak Milik,WEST
20529,850000000.0,Jl. Taman Palem Lestari,2,2,60,SHM - Sertifikat Hak Milik,WEST
20530,2700000000.0,Duri Kepa,5,3,250,SHM - Sertifikat Hak Milik,WEST
20531,2400000000.0,Kali Deres,4,2,150,SHM - Sertifikat Hak Milik,WEST
20533,2100000000.0,Kali Deres,4,3,100,SHM - Sertifikat Hak Milik,WEST
20534,2700000000.0,Kali Deres,4,4,300,SHM - Sertifikat Hak Milik,WEST
20535,2350000000.0,Jelambar,4,2,172,SHGB - Hak Guna Bangunan,WEST
20536,1950000000.0,Kali Deres,4,3,132,SHM - Sertifikat Hak Milik,WEST
20537,2850000000.0,Kali Deres,4,2,100,SHM - Sertifikat Hak Milik,WEST
20539,2000000000.0,Kali Deres,3,1,128,SHM - Sertifikat Hak Milik,WEST
20540,1180000000.0,Jl. Tanjung Pura,2,2,66,SHM - Sertifikat Hak Milik,WEST
20541,2900000000.0,Kali Deres,4,3,204,SHM - Sertifikat Hak Milik,WEST
20542,2350000000.0,Kali Deres,4,3,200,SHM - Sertifikat Hak Milik,WEST
20544,1500000000.0,Kali Deres,3,2,120,SHM - Sertifikat Hak Milik,WEST
20545,1450000000.0,Kali Deres,4,3,90,SHGB - Hak Guna Bangunan,WEST
20546,1750000000.0,Kali Deres,2,2,90,SHM - Sertifikat Hak Milik,WEST
20548,2700000000.0,Joglo,3,3,150,SHM - Sertifikat Hak Milik,WEST
20549,1400000000.0,Kali Deres,4,1,90,SHM - Sertifikat Hak Milik,WEST
20550,2600000000.0,Duri Kosambi,4,4,130,SHGB - Hak Guna Bangunan,WEST
20551,3200000000.0,Jelambar,5,3,195,SHM - Sertifikat Hak Milik,WEST
20552,1500000000.0,Kali Deres,4,2,100,SHM - Sertifikat Hak Milik,WEST
20553,4288000000.0,Kebon Jeruk,3,4,174,SHM - Sertifikat Hak Milik,WEST
20554,3500000000.0,Kepa Duri,5,3,225,SHM - Sertifikat Hak Milik,WEST
20555,2400000000.0,Duri Kosambi,3,2,150,SHM - Sertifikat Hak Milik,WEST
20557,4500000000.0,Kemanggisan,5,2,250,SHM - Sertifikat Hak Milik,WEST
20558,2900000000.0,Cengkareng,4,3,134,SHM - Sertifikat Hak Milik,WEST
20560,4900000000.0,Tomang,4,4,220,SHM - Sertifikat Hak Milik,WEST
20561,2700000000.0,Kali Deres,4,3,140,SHM - Sertifikat Hak Milik,WEST
20562,6500000000.0,Joglo,4,3,200,SHM - Sertifikat Hak Milik,WEST
20564,750000000.0,Kali Deres,2,1,31,SHM - Sertifikat Hak Milik,WEST
20565,4200000000.0,Kali Deres,3,3,240,SHM - Sertifikat Hak Milik,WEST
20569,2100000000.0,Sunrise,5,2,180,SHM - Sertifikat Hak Milik,WEST
20570,2000000000.0,Grogol Petamburan,2,2,110,SHM - Sertifikat Hak Milik,WEST
20572,3721000000.0,Penjaringan,2,2,104,PPJB - Perjanjian Pengikatan Jual Beli,WEST
20573,650000000.0,Kali Deres,2,1,50,SHM - Sertifikat Hak Milik,WEST
20574,3700000000.0,Duri Kosambi,3,3,156,SHM - Sertifikat Hak Milik,WEST
20575,4000000000.0,Duri Kosambi,3,4,200,SHM - Sertifikat Hak Milik,WEST
20576,3250000000.0,Cengkareng,3,2,99,SHM - Sertifikat Hak Milik,WEST
20581,1500000000.0,Taman Palem,2,2,60,SHM - Sertifikat Hak Milik,WEST
20582,1500000000.0,Citra Garden,3,2,72,SHM - Sertifikat Hak Milik,WEST
20583,1350000000.0,Mangga Besar,3,2,119,SHM - Sertifikat Hak Milik,WEST
20584,4000000000.0,Pegadungan,4,3,300,SHM - Sertifikat Hak Milik,WEST
20585,4325000000.0,Joglo,3,2,166,SHM - Sertifikat Hak Milik,WEST
20592,3300000000.0,Kembangan,3,3,100,PPJB - Perjanjian Pengikatan Jual Beli,WEST
20594,3100000000.0,Kali Deres,4,2,200,SHM - Sertifikat Hak Milik,WEST
20595,3200000000.0,Kali Deres,4,3,128,SHM - Sertifikat Hak Milik,WEST
20597,4000000000.0,Duri Kosambi,5,4,200,SHM - Sertifikat Hak Milik,WEST
20598,5000000000.0,Jembatan Lima,5,4,128,SHM - Sertifikat Hak Milik,WEST
20599,2300000000.0,Cengkareng,3,2,140,SHM - Sertifikat Hak Milik,WEST
20600,1900000000.0,Tanjung Duren,3,2,130,SHM - Sertifikat Hak Milik,WEST
20602,2800000000.0,Duri Kosambi,5,4,240,SHM - Sertifikat Hak Milik,WEST
20603,1575000000.0,Taman Semanan Indah,3,2,120,SHM - Sertifikat Hak Milik,WEST
20604,2800000000.0,Cengkareng,5,4,240,SHM - Sertifikat Hak Milik,WEST
20607,400000000.0,Kali Deres,2,1,45,SHM - Sertifikat Hak Milik,WEST
20612,4000000000.0,Jembatan Lima,3,2,100,SHM - Sertifikat Hak Milik,WEST
20614,6500000000.0,Tomang,4,4,350,SHM - Sertifikat Hak Milik,WEST
20615,3400000000.0,Kembangan,4,4,110,SHM - Sertifikat Hak Milik,WEST
20616,2000000000.0,Taman Semanan Indah,3,3,165,SHM - Sertifikat Hak Milik,WEST
20617,4900000000.0,Jl. Kembangan Raya,4,3,220,SHM - Sertifikat Hak Milik,WEST
20621,3200000000.0,Duri Kosambi,5,3,213,SHM - Sertifikat Hak Milik,WEST
20625,2700000000.0,Kali Deres,3,3,180,SHM - Sertifikat Hak Milik,WEST
20627,2000000000.0,Taman Semanan Indah,4,3,192,SHM - Sertifikat Hak Milik,WEST
20628,6500000000.0,. Jl. Lingkar Luar,5,4,274,SHGB - Hak Guna Bangunan,WEST
20630,6000000000.0,Jl. Kembangan Raya,4,2,200,SHM - Sertifikat Hak Milik,WEST
20631,7000000000.0,Daan Mogot,5,4,270,SHM - Sertifikat Hak Milik,WEST
20634,4000000000.0,Duri Kosambi,5,4,213,SHM - Sertifikat Hak Milik,WEST
20635,1900000000.0,Jelambar,3,3,130,SHM - Sertifikat Hak Milik,WEST
20636,1600000000.0,Jelambar,3,2,90,SHM - Sertifikat Hak Milik,WEST
20637,2900000000.0,Jelambar,4,3,180,SHM - Sertifikat Hak Milik,WEST
20638,3400000000.0,Jelambar,4,2,180,SHM - Sertifikat Hak Milik,WEST
20639,1600000000.0,Duri Kepa,5,3,130,SHM - Sertifikat Hak Milik,WEST
20640,1550000000.0,Tanjung Duren,3,3,120,SHM - Sertifikat Hak Milik,WEST
20641,1500000000.0,Tanjung Duren,3,1,88,SHM - Sertifikat Hak Milik,WEST
20642,1900000000.0,Duri Kepa,3,3,90,SHM - Sertifikat Hak Milik,WEST
20643,1950000000.0,Tanjung Duren,4,3,138,SHM - Sertifikat Hak Milik,WEST
20644,2250000000.0,Taman Ratu,4,4,140,SHM - Sertifikat Hak Milik,WEST
20645,2300000000.0,Duri Kepa,2,1,130,SHM - Sertifikat Hak Milik,WEST
20646,2500000000.0,Green Garden,3,2,160,SHM - Sertifikat Hak Milik,WEST
20648,4700000000.0,Kebon Jeruk,3,2,294,SHM - Sertifikat Hak Milik,WEST
20649,6500000000.0,. Jl. Lingkar Luar,5,4,275,SHGB - Hak Guna Bangunan,WEST
20650,3200000000.0,Duri Kosambi,5,3,213,SHM - Sertifikat Hak Milik,WEST
20654,6000000000.0,Jl. Kembangan Raya,4,2,200,SHM - Sertifikat Hak Milik,WEST
20658,2100000000.0,Kali Deres,3,2,90,SHM - Sertifikat Hak Milik,WEST
20659,3000000000.0,Jl. Taman Palem Lestari,5,4,300,SHM - Sertifikat Hak Milik,WEST
20663,4000000000.0,Duri Kosambi,5,4,213,SHM - Sertifikat Hak Milik,WEST
20666,1525000000.0,Cengkareng,3,2,90,SHM - Sertifikat Hak Milik,WEST
20667,2100000000.0,Cengkareng,4,3,145,SHGB - Hak Guna Bangunan,WEST
20668,2100000000.0,Cengkareng,3,3,125,SHM - Sertifikat Hak Milik,WEST
20669,2875000000.0,Cengkareng,4,4,150,SHM - Sertifikat Hak Milik,WEST
20670,3175000000.0,Cengkareng,4,4,160,SHM - Sertifikat Hak Milik,WEST
20671,4425000000.0,Cengkareng,4,4,200,Sertifikat Belum Pecah,WEST
20672,2450000000.0,Cengkareng,3,3,135,SHM - Sertifikat Hak Milik,WEST
20673,2425000000.0,Cengkareng,4,4,140,SHM - Sertifikat Hak Milik,WEST
20674,3325000000.0,Cengkareng,3,3,155,SHM - Sertifikat Hak Milik,WEST
20675,1700000000.0,Joglo,2,2,50,Sertifikat Belum Pecah,WEST
20676,2900000000.0,Kali Deres,4,2,160,SHM - Sertifikat Hak Milik,WEST
20678,3000000000.0,Kali Deres,5,3,220,SHM - Sertifikat Hak Milik,WEST
20680,4050000000.0,Puri Mansion,3,3,240,SHM - Sertifikat Hak Milik,WEST
20681,4800000000.0,Permata Buana,4,4,200,SHM - Sertifikat Hak Milik,WEST
20682,1600000000.0,Joglo,4,2,180,SHM - Sertifikat Hak Milik,WEST
20686,720000000.0,Cengkareng,3,3,70,SHM - Sertifikat Hak Milik,WEST
20687,4800000000.0,Permata Buana,4,4,200,SHM - Sertifikat Hak Milik,WEST
20688,2500000000.0,Cengkareng,4,3,132,SHM - Sertifikat Hak Milik,WEST
20689,4800000000.0,Permata Buana,4,4,200,SHGB - Hak Guna Bangunan,WEST
20690,4800000000.0,Permata Buana,4,4,200,SHM - Sertifikat Hak Milik,WEST
20692,2157454000.0,Puri Indah,3,2,103,SHGB - Hak Guna Bangunan,WEST
20693,4800000000.0,Kali Deres,3,3,240,SHM - Sertifikat Hak Milik,WEST
20698,2100000000.0,Taman Semanan Indah,4,2,86,PPJB - Perjanjian Pengikatan Jual Beli,WEST
20699,2900000000.0,Puri Indah,3,3,145,SHM - Sertifikat Hak Milik,WEST
20700,2050000000.0,Taman Kencana,2,2,90,SHM - Sertifikat Hak Milik,WEST
20701,3400000000.0,Cengkareng,3,2,126,SHM - Sertifikat Hak Milik,WEST
20703,3400000000.0,Cengkareng,3,3,200,SHM - Sertifikat Hak Milik,WEST
20704,2100000000.0,Jelambar,3,2,170,SHGB - Hak Guna Bangunan,WEST
20705,2100000000.0,Jelambar,2,2,200,SHGB - Hak Guna Bangunan,WEST
20707,2500000000.0,Citra Garden,4,3,182,SHM - Sertifikat Hak Milik,WEST
20708,1800000000.0,Tomang,5,3,120,SHM - Sertifikat Hak Milik,WEST
20709,1400000000.0,Tanjung Duren,3,2,100,SHM - Sertifikat Hak Milik,WEST
20710,3100000000.0,Duri Kepa,4,4,240,SHM - Sertifikat Hak Milik,WEST
20711,1900000000.0,Kali Deres,4,1,61,Sertifikat Belum Pecah,WEST
20713,2950000000.0,Duri Kepa,3,1,140,SHM - Sertifikat Hak Milik,WEST
20715,6450000000.0,Sunrise,4,3,350,SHM - Sertifikat Hak Milik,WEST
20716,2100000000.0,Citra Garden,4,3,240,SHM - Sertifikat Hak Milik,WEST
20718,2400000000.0,Kebon Jeruk,2,2,120,SHM - Sertifikat Hak Milik,WEST
20719,2050000000.0,Kebon Jeruk,4,3,148,SHM - Sertifikat Hak Milik,WEST
20720,1800000000.0,Citra Garden,2,1,90,SHM - Sertifikat Hak Milik,WEST
20721,4500000000.0,Tomang,4,4,342,SHM - Sertifikat Hak Milik,WEST
20722,1500000000.0,Jelambar,4,2,72,SHM - Sertifikat Hak Milik,WEST
20724,1625000000.0,Kebon Jeruk,2,2,120,Hak Pakai,WEST
20725,2100000000.0,Citra Garden,3,2,145,SHM - Sertifikat Hak Milik,WEST
20726,4800000000.0,Permata Buana,4,4,200,SHM - Sertifikat Hak Milik,WEST
20729,5300000000.0,Kemanggisan,4,3,286,SHM - Sertifikat Hak Milik,WEST
20731,2900000000.0,Kali Deres,4,3,200,SHM - Sertifikat Hak Milik,WEST
20733,2300000000.0,Taman Ratu,3,4,260,SHM - Sertifikat Hak Milik,WEST
20735,2900000000.0,Green Garden,4,4,170,SHM - Sertifikat Hak Milik,WEST
20741,4100000000.0,Cilandak,3,2,220,SHM - Sertifikat Hak Milik,SOUTH
20744,1500000000.0,Bintaro,4,3,71,SHM - Sertifikat Hak Milik,SOUTH
20747,6000000000.0,Kemang,3,3,311,SHM - Sertifikat Hak Milik,SOUTH
20750,2900000000.0,Pesanggrahan,3,3,182,SHM - Sertifikat Hak Milik,SOUTH
20754,1400000000.0,Cipedak,3,3,130,SHM - Sertifikat Hak Milik,SOUTH
20762,2400000000.0,Ragunan,3,3,120,SHM - Sertifikat Hak Milik,SOUTH
20766,6500000000.0,Cilandak,5,4,300,SHM - Sertifikat Hak Milik,SOUTH
20778,5900000000.0,Pondok Labu,4,3,263,SHM - Sertifikat Hak Milik,SOUTH
20779,2300000000.0,Radio Dalam,2,2,150,SHM - Sertifikat Hak Milik,SOUTH
20780,4800000000.0,Kebayoran Baru,3,2,250,SHM - Sertifikat Hak Milik,SOUTH
20783,850000000.0,Tebet,3,2,124,SHM - Sertifikat Hak Milik,SOUTH
20784,2000000000.0,Warung Buncit,5,4,200,SHM - Sertifikat Hak Milik,SOUTH
20795,6500000000.0,Pesanggrahan,5,4,350,SHM - Sertifikat Hak Milik,SOUTH
20802,3100000000.0,Kalibata,3,3,110,SHM - Sertifikat Hak Milik,SOUTH
20809,5800000000.0,Cipete,3,3,168,SHM - Sertifikat Hak Milik,SOUTH
20810,3000000000.0,Cilandak,4,4,129,SHM - Sertifikat Hak Milik,SOUTH
20816,1623000000.0,Cipinang,3,3,81,SHM - Sertifikat Hak Milik,EAST
20817,515000000.0,Matraman,2,2,40,SHM - Sertifikat Hak Milik,EAST
20818,1165520000.0,Cipayung,2,1,55,SHM - Sertifikat Hak Milik,EAST
20819,487740000.0,Pulo Gadung,2,1,37,SHM - Sertifikat Hak Milik,EAST
20820,480030938.0,Matraman,2,2,40,SHM - Sertifikat Hak Milik,EAST
20822,735400000.0,Jatinegara,2,3,62,SHM - Sertifikat Hak Milik,EAST
20825,1550000000.0,Cakung,2,1,60,SHM - Sertifikat Hak Milik,EAST
20827,1530000000.0,Pondok Kelapa,3,2,61,SHM - Sertifikat Hak Milik,EAST
20828,508000000.0,Pulo Gadung,2,2,37,SHM - Sertifikat Hak Milik,EAST
20832,1228000000.0,Pondok Kelapa,4,3,85,SHM - Sertifikat Hak Milik,EAST
20833,1073000000.0,Jatiwaringin,3,2,75,SHM - Sertifikat Hak Milik,EAST
20834,2600000000.0,Jatinegara,4,2,120,SHM - Sertifikat Hak Milik,EAST
20835,900000000.0,Cipayung,3,2,78,SHM - Sertifikat Hak Milik,EAST
20837,2400000000.0,Duren Sawit,4,3,180,SHM - Sertifikat Hak Milik,EAST
20838,908000000.0,Jatinegara,3,3,68,SHM - Sertifikat Hak Milik,EAST
20839,2050000000.0,Jakarta Garden City/JGC,3,2,85,PPJB - Perjanjian Pengikatan Jual Beli,EAST
20840,1500000000.0,Condet,3,3,140,SHM - Sertifikat Hak Milik,EAST
20841,4200000000.0,Rawamangun,4,4,200,SHM - Sertifikat Hak Milik,EAST
20842,1700000000.0,Cakung,3,3,74,SHM - Sertifikat Hak Milik,EAST
20843,966000000.0,Pondok Gede,4,3,85,SHM - Sertifikat Hak Milik,EAST
20844,966000000.0,Duren Sawit,4,3,85,SHM - Sertifikat Hak Milik,EAST
20846,2300000000.0,Duren Sawit,3,3,160,SHM - Sertifikat Hak Milik,EAST
20848,1650000000.0,Jakarta Garden City/JGC,2,2,63,PPJB - Perjanjian Pengikatan Jual Beli,EAST
20849,930000000.0,Cipayung,3,2,73,SHM - Sertifikat Hak Milik,EAST
20850,3600000000.0,Rawamangun,3,2,150,SHM - Sertifikat Hak Milik,EAST
20851,2500000000.0,Cipayung,4,4,200,SHM - Sertifikat Hak Milik,EAST
20852,671000000.0,Cipinang,3,2,57,SHM - Sertifikat Hak Milik,EAST
20853,4000000000.0,Cakung,3,3,98,SHM - Sertifikat Hak Milik,EAST
20854,750000000.0,Senen,2,2,57,SHM - Sertifikat Hak Milik,EAST
20855,1950000000.0,Cakung,3,3,52,SHM - Sertifikat Hak Milik,EAST
20856,530000000.0,Cijantung,3,3,120,SHM - Sertifikat Hak Milik,EAST
20860,966000000.0,Duren Sawit,2,2,65,SHM - Sertifikat Hak Milik,EAST
20861,850000000.0,Duren Sawit,3,3,110,SHM - Sertifikat Hak Milik,EAST
20862,910000000.0,Cipinang,2,2,54,SHM - Sertifikat Hak Milik,EAST
20864,910200000.0,Rawamangun,2,2,54,SHM - Sertifikat Hak Milik,EAST
20868,1300000000.0,Jatiwaringin,4,4,70,SHM - Sertifikat Hak Milik,EAST
20872,590000000.0,Pondok Ranggon,3,2,60,SHM - Sertifikat Hak Milik,EAST
20873,1800000000.0,Cibubur,3,2,95,SHM - Sertifikat Hak Milik,EAST
20874,800000000.0,Pondok Kopi,3,2,82,SHM - Sertifikat Hak Milik,EAST
20875,2000000000.0,Cipinang,3,3,90,SHM - Sertifikat Hak Milik,EAST
20876,987000000.0,Cijantung,2,2,77,SHM - Sertifikat Hak Milik,EAST
20878,895000000.0,Cibubur,2,2,49,SHM - Sertifikat Hak Milik,EAST
20880,760000000.0,Pisangan Lama,2,1,56,SHM - Sertifikat Hak Milik,EAST
20881,670900000.0,Jatinegara,2,2,57,SHM - Sertifikat Hak Milik,EAST
20882,1457000000.0,Rawamangun,2,3,67,SHM - Sertifikat Hak Milik,EAST
20883,765000000.0,Pisangan Lama,2,2,56,SHM - Sertifikat Hak Milik,EAST
20884,1005000000.0,Jatinegara,3,3,68,SHM - Sertifikat Hak Milik,EAST
20885,1500000000.0,Rawamangun,2,3,70,SHM - Sertifikat Hak Milik,EAST
20886,885000000.0,Cibubur,3,2,83,SHM - Sertifikat Hak Milik,EAST
20887,5800000000.0,Pulomas,5,4,281,SHM - Sertifikat Hak Milik,EAST
20888,400000000.0,Halim,2,1,80,SHM - Sertifikat Hak Milik,EAST
20889,1600000000.0,Cakung,3,2,62,SHM - Sertifikat Hak Milik,EAST
20890,765000000.0,Ciracas,3,2,60,SHM - Sertifikat Hak Milik,EAST
20891,1800000000.0,Cibubur,4,3,182,SHM - Sertifikat Hak Milik,EAST
20892,1800000000.0,Jatiwaringin,4,3,170,SHM - Sertifikat Hak Milik,EAST
20893,1100000000.0,Lubang Buaya,3,2,65,SHM - Sertifikat Hak Milik,EAST
20895,3200000000.0,Cipayung,4,3,210,SHM - Sertifikat Hak Milik,EAST
20896,450000000.0,Cipayung,2,2,55,SHM - Sertifikat Hak Milik,EAST
20897,2900000000.0,Taman Mini,4,3,165,SHM - Sertifikat Hak Milik,EAST
20898,1295000000.0,Cakung,3,2,80,SHM - Sertifikat Hak Milik,EAST
20899,3900000000.0,Duren Sawit,4,3,300,Strata,EAST
20900,1200000000.0,Cakung,2,2,100,SHM - Sertifikat Hak Milik,EAST
20901,4900000000.0,Pulomas,4,4,195,SHGB - Hak Guna Bangunan,EAST
20905,1700000000.0,Cakung,3,3,140,SHM - Sertifikat Hak Milik,EAST
20906,3900000000.0,Makasar,5,4,191,SHM - Sertifikat Hak Milik,EAST
20909,3484290000.0,Cakung,4,3,116,PPJB - Perjanjian Pengikatan Jual Beli,EAST
20910,950400000.0,Cijantung,2,2,72,SHM - Sertifikat Hak Milik,EAST
20911,5000000000.0,Cakung,4,4,250,SHM - Sertifikat Hak Milik,EAST
20912,2400000000.0,Duren Sawit,3,2,200,SHM - Sertifikat Hak Milik,EAST
20913,1999999000.0,Pondok Bambu,3,2,200,SHM - Sertifikat Hak Milik,EAST
20915,6650000000.0,Pulomas,4,3,350,SHM - Sertifikat Hak Milik,EAST
20919,1750000000.0,Matraman,3,2,179,SHM - Sertifikat Hak Milik,EAST
20920,1050000000.0,Condet,2,2,55,SHM - Sertifikat Hak Milik,EAST
20924,1365300000.0,Kalimalang,3,3,75,SHGB - Hak Guna Bangunan,EAST
20925,695000000.0,Jatiwaringin,2,1,38,SHM - Sertifikat Hak Milik,EAST
20926,3939471030.0,Cipinang,4,3,141,SHGB - Hak Guna Bangunan,EAST
20927,700000000.0,Utan Kayu,2,2,58,SHM - Sertifikat Hak Milik,EAST
20928,700000000.0,Pisangan Lama,2,2,58,SHM - Sertifikat Hak Milik,EAST
20931,3550000000.0,Rawamangun,4,4,155,SHM - Sertifikat Hak Milik,EAST
20932,3150000000.0,Rawamangun,4,4,156,SHM - Sertifikat Hak Milik,EAST
20934,1600000000.0,Cakung,3,2,132,SHGB - Hak Guna Bangunan,EAST
20935,950000000.0,Cipayung,3,2,80,SHM - Sertifikat Hak Milik,EAST
20936,1980000000.0,Cakung,3,2,115,SHM - Sertifikat Hak Milik,EAST
20938,950400000.0,Cijantung,3,3,72,SHM - Sertifikat Hak Milik,EAST
20939,4300000000.0,Pulomas,4,3,210,SHM - Sertifikat Hak Milik,EAST
20940,1959000000.0,Jakarta Garden City/JGC,3,2,88,SHGB - Hak Guna Bangunan,EAST
20941,1700000000.0,Pasar Rebo,5,3,250,SHM - Sertifikat Hak Milik,EAST
20942,4225000000.0,Condet,5,4,237,SHM - Sertifikat Hak Milik,EAST
20945,2100000000.0,Condet,4,3,93,SHM - Sertifikat Hak Milik,EAST
20946,1550000000.0,Kayu Putih,5,3,114,SHM - Sertifikat Hak Milik,EAST
20947,3550000000.0,Rawamangun,4,4,155,SHM - Sertifikat Hak Milik,EAST
20948,1642200000.0,Cipayung,3,2,90,SHM - Sertifikat Hak Milik,EAST
20949,1200000000.0,Pondok Bambu,3,1,60,SHM - Sertifikat Hak Milik,EAST
20950,540000000.0,Cipayung,3,2,60,SHM - Sertifikat Hak Milik,EAST
20952,875000000.0,Pulomas,2,2,60,SHM - Sertifikat Hak Milik,EAST
20953,1550000000.0,Utan Kayu,2,1,78,SHM - Sertifikat Hak Milik,EAST
